tx_count,unique_senders,unique_receivers,active_pairs,avg_tx_per_sec,max_tx_in_1sec,min_interarrival,std_interarrival,top_sender_share,same_pair_ratio,sender_entropy,sin_hour,cos_hour,rate_deviation,label,attack_type
14,2,1,2,0.233333,1,1,0.498519,0.5,0.5,1,-1,0,-1,1,"burst"
12,6,1,6,0.2,1,1,5.85923,0.416667,0.416667,2.221252,0,1,8,0,"normal"
9,5,1,5,0.15,1,2,3.966658,0.444444,0.444444,2.058814,0.866025,0.5,5,0,"normal"
7,5,1,5,0.116667,1,6,2.629956,0.285714,0.285714,2.235926,-0.258819,-0.965926,-27,0,"normal"
3,2,1,2,0.05,1,2,12,0.666667,0.666667,0.918296,0,1,-1,0,"normal"
5,4,1,4,0.083333,1,1,2.277608,0.4,0.4,1.921928,-0.965926,-0.258819,-13,1,"burst"
6,6,1,6,0.1,1,6,2.712932,0.166667,0.166667,2.584963,0.258819,-0.965926,-26,0,"normal"
26,11,1,11,0.433333,1,1,1.312098,0.307692,0.307692,3.085055,-0.5,-0.866025,-4,0,"normal"
7,3,1,3,0.116667,1,1,5.649484,0.714286,0.714286,1.148835,0.707107,0.707107,2,0,"normal"
10,9,1,9,0.166667,1,3,2.897423,0.2,0.2,3.121928,0.5,0.866025,5,0,"normal"
25,12,1,12,0.416667,1,1,1.142609,0.24,0.24,3.243074,-0.866025,-0.5,3,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0.258819,-0.965926,-29,1,"ddos"
3,1,1,1,0.05,1,2,0,1,1,0,0.258819,-0.965926,-29,1,"ddos"
7,5,1,5,0.116667,1,2,9.923317,0.428571,0.428571,2.128085,0,1,3,0,"normal"
9,8,1,8,0.15,1,2,2.106537,0.222222,0.222222,2.947703,0.258819,0.965926,5,0,"normal"
3,3,1,3,0.05,1,15,5.5,0.333333,0.333333,1.584963,-0.258819,-0.965926,-31,0,"normal"
29,9,1,9,0.483333,1,1,1.20955,0.37931,0.37931,2.679596,-0.258819,-0.965926,-5,0,"normal"
35,11,1,11,0.583333,1,1,1.267439,0.257143,0.257143,3.025033,-1,0,20,0,"normal"
5,4,1,4,0.083333,1,8,3.082207,0.4,0.4,1.921928,0.707107,-0.707107,-17,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0,-1,-8,1,"ddos"
13,5,1,5,0.216667,1,1,7.63899,0.615385,0.615385,1.70044,0.866025,0.5,9,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.965926,0.258819,7,1,"sybil"
6,5,1,5,0.1,1,9,2.059126,0.333333,0.333333,2.251629,0.5,-0.866025,-22,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,-0.258819,-0.965926,-7,1,"ddos"
3,1,1,1,0.05,1,2,0,1,1,0,0.258819,-0.965926,-29,1,"ddos"
12,4,1,4,0.2,1,1,2.724241,0.583333,0.583333,1.551098,0.5,0.866025,7,0,"normal"
31,11,1,11,0.516667,1,1,1.436044,0.290323,0.290323,2.888419,-0.258819,-0.965926,-3,0,"normal"
30,11,1,11,0.5,1,1,1.112036,0.2,0.2,3.194088,-0.866025,-0.5,8,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.707107,0.707107,11,1,"sybil"
28,12,1,12,0.466667,1,1,1.152322,0.25,0.25,3.163926,-1,0,13,0,"normal"
5,5,1,5,0.083333,1,7,3.112475,0.2,0.2,2.321928,0.258819,-0.965926,-27,0,"normal"
10,5,1,5,0.166667,1,1,3.559026,0.3,0.3,2.170951,0,1,6,0,"normal"
16,7,1,7,0.266667,1,1,2.981424,0.4375,0.4375,2.349602,0.866025,0.5,12,0,"normal"
4,4,1,4,0.066667,1,14,0.942809,0.25,0.25,2,0,-1,-31,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0,-1,-8,1,"ddos"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.866025,0.5,9,1,"sybil"
5,4,1,4,0.083333,1,12,1.089725,0.4,0.4,1.921928,0.707107,-0.707107,-17,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0,-1,-32,1,"ddos"
4,4,1,4,0.066667,1,11,5.887841,0.25,0.25,2,0.965926,-0.258819,-8,0,"normal"
4,4,1,4,0.066667,1,9,2.054805,0.25,0.25,2,0.866025,-0.5,-14,0,"normal"
29,8,1,8,0.483333,1,1,1.334396,0.275862,0.275862,2.658862,-0.5,-0.866025,-1,0,"normal"
12,9,1,9,0.2,1,2,2.831348,0.166667,0.166667,3.084963,-0.5,0.866025,6,0,"normal"
5,5,1,5,0.083333,1,9,1.224745,0.2,0.2,2.321928,-0.258819,-0.965926,-29,0,"normal"
31,12,1,12,0.516667,1,1,1.209224,0.193548,0.193548,3.195186,-0.707107,-0.707107,5,0,"normal"
23,5,1,5,0.383333,1,1,1.648942,0.434783,0.434783,1.634929,-0.965926,-0.258819,5,1,"burst"
5,5,1,5,0.083333,1,1,0,0.2,0.2,2.321928,-0.866025,0.5,-5,1,"sybil"
13,7,1,7,0.216667,1,1,2.059868,0.461538,0.461538,2.353534,1,0,5,0,"normal"
31,12,1,12,0.516667,1,1,1.251222,0.193548,0.193548,3.14004,-0.707107,-0.707107,5,0,"normal"
6,6,1,6,0.1,1,7,1.16619,0.166667,0.166667,2.584963,0.707107,-0.707107,-16,0,"normal"
7,7,1,7,0.116667,1,6,4.017324,0.142857,0.142857,2.807355,0,-1,-28,0,"normal"
8,6,1,6,0.133333,1,3,2.9277,0.25,0.25,2.5,-0.5,0.866025,2,0,"normal"
3,3,1,3,0.05,1,9,1.5,0.333333,0.333333,1.584963,0.866025,-0.5,-15,0,"normal"
11,7,1,7,0.183333,1,2,3.163858,0.181818,0.181818,2.732159,-0.5,0.866025,5,0,"normal"
9,8,1,8,0.15,1,1,3.179524,0.222222,0.222222,2.947703,0.965926,0.258819,4,0,"normal"
4,2,1,2,0.066667,1,8,3.299832,0.75,0.75,0.811278,0.866025,-0.5,-14,0,"normal"
28,11,1,11,0.466667,1,1,1.346641,0.214286,0.214286,3.213455,-0.866025,-0.5,6,0,"normal"
9,6,1,6,0.15,1,2,4.062019,0.222222,0.222222,2.503258,0.707107,0.707107,4,0,"normal"
6,5,1,5,0.1,1,6,5.817216,0.333333,0.333333,2.251629,0.258819,-0.965926,-26,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0.5,-0.866025,-25,1,"ddos"
19,4,1,4,0.316667,1,1,3.519347,0.578947,0.578947,1.573789,0,1,15,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.866025,0.5,9,1,"sybil"
7,6,1,6,0.116667,1,6,1.598611,0.285714,0.285714,2.521641,0.866025,-0.5,-11,0,"normal"
8,5,1,5,0.133333,1,1,2.118914,0.375,0.375,2.155639,-0.965926,-0.258819,-10,1,"burst"
12,9,1,9,0.2,1,2,2.486326,0.166667,0.166667,3.084963,0.5,0.866025,7,0,"normal"
10,5,1,5,0.166667,1,1,1.763834,0.4,0.4,2.046439,-0.866025,-0.5,-12,1,"burst"
5,5,1,5,0.083333,1,1,0,0.2,0.2,2.321928,-0.866025,0.5,-5,1,"sybil"
10,8,1,8,0.166667,1,2,3.162278,0.2,0.2,2.921928,-0.5,0.866025,4,0,"normal"
38,12,1,12,0.633333,1,1,0.889021,0.184211,0.184211,3.170672,-0.866025,-0.5,16,0,"normal"
3,3,1,3,0.05,1,15,3.5,0.333333,0.333333,1.584963,0.707107,-0.707107,-19,0,"normal"
4,4,1,4,0.066667,1,11,4.189935,0.25,0.25,2,0.5,-0.866025,-24,0,"normal"
29,10,1,10,0.483333,1,1,1.523205,0.37931,0.37931,2.731657,-0.5,-0.866025,-1,0,"normal"
34,11,1,11,0.566667,1,1,0.999541,0.205882,0.205882,3.020384,-0.5,-0.866025,4,0,"normal"
12,9,1,9,0.2,1,2,2.77831,0.166667,0.166667,3.084963,-0.707107,0.707107,4,0,"normal"
23,11,1,11,0.383333,1,1,1.249793,0.217391,0.217391,3.170544,-0.866025,-0.5,1,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.707107,0.707107,11,1,"sybil"
35,10,1,10,0.583333,1,1,1.12536,0.342857,0.342857,2.73527,-0.866025,-0.5,13,0,"normal"
27,7,1,7,0.45,1,1,1.321197,0.259259,0.259259,2.578188,-0.707107,-0.707107,1,0,"normal"
3,3,1,3,0.05,1,9,5.5,0.333333,0.333333,1.584963,0.707107,-0.707107,-19,0,"normal"
3,3,1,3,0.05,1,18,5.5,0.333333,0.333333,1.584963,0.965926,0.258819,-2,0,"normal"
5,2,1,2,0.083333,1,1,9.246621,0.6,0.6,0.970951,0.5,0.866025,0,0,"normal"
10,7,1,7,0.166667,1,3,2.997942,0.2,0.2,2.721928,0.258819,0.965926,6,0,"normal"
10,9,1,9,0.166667,1,3,2.282515,0.2,0.2,3.121928,-0.5,0.866025,4,0,"normal"
14,14,1,14,0.233333,1,1,0,0.071429,0.071429,3.807355,-0.866025,0.5,4,1,"sybil"
6,6,1,6,0.1,1,1,0,0.166667,0.166667,2.584963,-0.965926,0.258819,-6,1,"sybil"
27,1,1,1,0.45,1,2,0,1,1,0,-0.258819,-0.965926,-7,1,"ddos"
34,11,1,11,0.566667,1,1,1.52301,0.176471,0.176471,3.09192,-0.707107,-0.707107,8,0,"normal"
4,4,1,4,0.066667,1,10,5.09902,0.25,0.25,2,0.707107,-0.707107,-18,0,"normal"
6,5,1,5,0.1,1,9,2.332381,0.333333,0.333333,2.251629,0,-1,-29,0,"normal"
9,7,1,7,0.15,1,2,4.235269,0.222222,0.222222,2.725481,0,1,5,0,"normal"
7,4,1,4,0.116667,1,1,7.542472,0.428571,0.428571,1.842371,0.866025,0.5,3,0,"normal"
4,3,1,3,0.066667,1,11,1.414214,0.5,0.5,1.5,0.707107,-0.707107,-18,0,"normal"
26,12,1,12,0.433333,1,1,1.562562,0.192308,0.192308,3.301804,-0.707107,-0.707107,0,0,"normal"
5,5,1,5,0.083333,1,9,1.870829,0.2,0.2,2.321928,0.965926,-0.258819,-7,0,"normal"
4,1,1,1,0.066667,1,12,4.320494,1,1,0,-0.707107,0.707107,-4,0,"normal"
6,2,1,2,0.1,1,1,0.489898,0.5,0.5,1,-0.965926,-0.258819,-12,1,"burst"
5,5,1,5,0.083333,1,13,0.433013,0.2,0.2,2.321928,0.707107,-0.707107,-17,0,"normal"
10,7,1,7,0.166667,1,2,4,0.2,0.2,2.721928,0.258819,0.965926,6,0,"normal"
14,8,1,8,0.233333,1,2,2.617646,0.285714,0.285714,2.753434,0.707107,0.707107,9,0,"normal"
9,8,1,8,0.15,1,2,2.175862,0.222222,0.222222,2.947703,0,1,5,0,"normal"
36,11,1,11,0.6,1,1,0.903508,0.25,0.25,3.067409,-0.5,-0.866025,6,0,"normal"
3,3,1,3,0.05,1,14,2,0.333333,0.333333,1.584963,0.866025,-0.5,-15,0,"normal"
6,5,1,5,0.1,1,3,5.549775,0.333333,0.333333,2.251629,1,0,-2,0,"normal"
20,7,1,7,0.333333,1,1,2.613623,0.7,0.7,1.65678,0.965926,0.258819,15,0,"normal"
17,7,1,7,0.283333,1,1,2.193741,0.235294,0.235294,2.631293,0,1,13,0,"normal"
3,3,1,3,0.05,1,9,9,0.333333,0.333333,1.584963,0.965926,0.258819,-2,0,"normal"
30,10,1,10,0.5,1,1,1.159154,0.2,0.2,3.028934,-0.866025,-0.5,8,0,"normal"
14,4,1,4,0.233333,1,1,4.905015,0.5,0.5,1.778328,0,1,10,0,"normal"
24,12,1,12,0.4,1,1,1.690628,0.291667,0.291667,3.151364,-0.707107,-0.707107,-2,0,"normal"
3,3,1,3,0.05,1,26,1,0.333333,0.333333,1.584963,0.965926,-0.258819,-9,0,"normal"
17,4,1,4,0.283333,1,1,6.401904,0.470588,0.470588,1.734522,0.258819,0.965926,13,0,"normal"
11,9,1,9,0.183333,1,2,2.785678,0.181818,0.181818,3.095795,-0.5,0.866025,5,0,"normal"
5,4,1,4,0.083333,1,9,3.561952,0.4,0.4,1.921928,1,0,-3,0,"normal"
6,6,1,6,0.1,1,7,2.856571,0.166667,0.166667,2.584963,0.866025,-0.5,-12,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0.258819,-0.965926,-29,1,"ddos"
5,5,1,5,0.083333,1,8,1.299038,0.2,0.2,2.321928,0.965926,-0.258819,-7,0,"normal"
9,6,1,6,0.15,1,1,4.351724,0.333333,0.333333,2.419382,1,0,1,0,"normal"
3,3,1,3,0.05,1,11,6,0.333333,0.333333,1.584963,0.707107,-0.707107,-19,0,"normal"
15,2,1,2,0.25,1,1,0.5,0.533333,0.533333,0.996792,-0.866025,-0.5,-7,1,"burst"
3,1,1,1,0.05,1,2,0,1,1,0,0.258819,-0.965926,-29,1,"ddos"
11,6,1,6,0.183333,1,1,7.144928,0.454545,0.454545,2.222192,0.5,0.866025,6,0,"normal"
14,14,1,14,0.233333,1,1,0,0.071429,0.071429,3.807355,-0.866025,0.5,4,1,"sybil"
36,11,1,11,0.6,1,1,1.115384,0.25,0.25,2.998953,-0.707107,-0.707107,10,0,"normal"
9,7,1,7,0.15,1,2,5.644411,0.222222,0.222222,2.725481,1,0,1,0,"normal"
11,5,1,5,0.183333,1,1,3.903844,0.363636,0.363636,2.118078,0.5,0.866025,6,0,"normal"
14,6,1,6,0.233333,1,1,3.109444,0.428571,0.428571,2.217022,-0.258819,0.965926,9,0,"normal"
3,3,1,3,0.05,1,6,0,0.333333,0.333333,1.584963,-0.866025,-0.5,-19,1,"burst"
30,12,1,12,0.5,1,1,1.272596,0.3,0.3,3.013758,-0.5,-0.866025,0,0,"normal"
33,12,1,12,0.55,1,1,0.959635,0.272727,0.272727,3.092769,-0.866025,-0.5,11,0,"normal"
6,6,1,6,0.1,1,6,2.44949,0.166667,0.166667,2.584963,0.965926,-0.258819,-6,0,"normal"
9,5,1,5,0.15,1,1,3.805834,0.444444,0.444444,2.058814,0.866025,0.5,5,0,"normal"
9,6,1,6,0.15,1,2,2.666341,0.222222,0.222222,2.503258,0,1,5,0,"normal"
6,6,1,6,0.1,1,6,2.4,0.166667,0.166667,2.584963,0.258819,-0.965926,-26,0,"normal"
11,9,1,9,0.183333,1,2,1.734935,0.181818,0.181818,3.095795,0.5,0.866025,6,0,"normal"
4,4,1,4,0.066667,1,13,3.681787,0.25,0.25,2,0.965926,0.258819,-1,0,"normal"
3,3,1,3,0.05,1,10,8,0.333333,0.333333,1.584963,0.965926,0.258819,-2,0,"normal"
24,9,1,9,0.4,1,1,1.496057,0.25,0.25,2.725413,-1,0,9,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0.5,-0.866025,-1,1,"ddos"
18,5,1,5,0.3,1,1,1.580592,0.444444,0.444444,1.744843,-0.965926,-0.258819,0,1,"burst"
12,9,1,9,0.2,1,2,2.831348,0.166667,0.166667,3.084963,-0.707107,0.707107,4,0,"normal"
28,12,1,12,0.466667,1,1,1.361835,0.142857,0.142857,3.386839,-0.965926,-0.258819,10,0,"normal"
11,10,1,10,0.183333,1,3,2.244994,0.181818,0.181818,3.277613,0,1,7,0,"normal"
3,3,1,3,0.05,1,14,2.5,0.333333,0.333333,1.584963,0.965926,-0.258819,-9,0,"normal"
10,7,1,7,0.166667,1,2,2.905933,0.2,0.2,2.721928,0.5,0.866025,5,0,"normal"
31,10,1,10,0.516667,1,1,1.231079,0.258065,0.258065,2.916736,-0.707107,-0.707107,5,0,"normal"
3,3,1,3,0.05,1,18,3.5,0.333333,0.333333,1.584963,0.707107,0.707107,-2,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0.258819,-0.965926,-5,1,"ddos"
11,9,1,9,0.183333,1,3,1.67332,0.181818,0.181818,3.095795,-0.258819,0.965926,6,0,"normal"
37,10,1,10,0.616667,1,1,1.087244,0.162162,0.162162,3.054086,-1,0,22,0,"normal"
10,7,1,7,0.166667,1,2,3.725123,0.2,0.2,2.721928,-0.258819,0.965926,5,0,"normal"
5,4,1,4,0.083333,1,7,3.344772,0.4,0.4,1.921928,0.5,-0.866025,-23,0,"normal"
6,6,1,6,0.1,1,6,2.785678,0.166667,0.166667,2.584963,0.258819,-0.965926,-26,0,"normal"
6,6,1,6,0.1,1,1,0,0.166667,0.166667,2.584963,-0.866025,0.5,-4,1,"sybil"
11,9,1,9,0.183333,1,2,2.539685,0.181818,0.181818,3.095795,-0.707107,0.707107,3,0,"normal"
22,6,1,6,0.366667,1,1,2.439285,0.454545,0.454545,1.858555,0.866025,0.5,18,0,"normal"
29,12,1,12,0.483333,1,1,1.263196,0.172414,0.172414,3.298695,-0.707107,-0.707107,3,0,"normal"
5,4,1,4,0.083333,1,2,8.440972,0.4,0.4,1.921928,0.866025,0.5,1,0,"normal"
23,5,1,5,0.383333,1,1,1.414214,0.434783,0.434783,1.634929,-0.965926,-0.258819,5,1,"burst"
34,9,1,9,0.566667,1,1,1.167355,0.294118,0.294118,2.738978,-0.5,-0.866025,4,0,"normal"
6,2,1,2,0.1,1,1,0.489898,0.5,0.5,1,-1,0,-9,1,"burst"
5,5,1,5,0.083333,1,12,1.089725,0.2,0.2,2.321928,0.707107,-0.707107,-17,0,"normal"
6,6,1,6,0.1,1,6,4.841487,0.166667,0.166667,2.584963,0.258819,-0.965926,-26,0,"normal"
13,4,1,4,0.216667,1,1,3.967752,0.769231,0.769231,1.14511,0.866025,0.5,9,0,"normal"
12,7,1,7,0.2,1,2,3.459327,0.416667,0.416667,2.450826,1,0,4,0,"normal"
3,3,1,3,0.05,1,20,4.5,0.333333,0.333333,1.584963,1,0,-5,0,"normal"
7,4,1,4,0.116667,1,2,8.399735,0.428571,0.428571,1.842371,0.707107,0.707107,2,0,"normal"
3,3,1,3,0.05,1,17,3.5,0.333333,0.333333,1.584963,0.707107,-0.707107,-19,0,"normal"
14,2,1,2,0.233333,1,1,0.498519,0.5,0.5,1,-1,0,-1,1,"burst"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.707107,0.707107,11,1,"sybil"
3,1,1,1,0.05,1,2,0,1,1,0,0.258819,-0.965926,-29,1,"ddos"
3,3,1,3,0.05,1,15,7,0.333333,0.333333,1.584963,0.707107,-0.707107,-19,0,"normal"
8,4,1,4,0.133333,1,2,3.642157,0.375,0.375,1.905639,0.965926,0.258819,3,0,"normal"
7,6,1,6,0.116667,1,5,4.068852,0.285714,0.285714,2.521641,0.5,0.866025,2,0,"normal"
11,9,1,9,0.183333,1,3,2.374868,0.181818,0.181818,3.095795,-0.707107,0.707107,3,0,"normal"
4,3,1,3,0.066667,1,9,2.494438,0.5,0.5,1.5,0,-1,-31,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0,-1,-32,1,"ddos"
7,3,1,3,0.116667,1,1,9.476579,0.714286,0.714286,1.148835,0.707107,0.707107,2,0,"normal"
5,4,1,4,0.083333,1,9,2.165064,0.4,0.4,1.921928,0.707107,-0.707107,-17,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0.258819,-0.965926,-5,1,"ddos"
11,4,1,4,0.183333,1,1,3.419064,0.727273,0.727273,1.277613,-0.258819,0.965926,6,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0.258819,-0.965926,-29,1,"ddos"
19,4,1,4,0.316667,1,1,1.707825,0.421053,0.421053,1.616349,-1,0,4,1,"burst"
29,11,1,11,0.483333,1,1,1.267228,0.241379,0.241379,3.012264,-0.5,-0.866025,-1,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0,-1,-32,1,"ddos"
3,3,1,3,0.05,1,24,2,0.333333,0.333333,1.584963,0.866025,-0.5,-15,0,"normal"
17,5,1,5,0.283333,1,1,2.591302,0.529412,0.529412,1.726347,0.707107,0.707107,12,0,"normal"
7,6,1,6,0.116667,1,6,2.692582,0.285714,0.285714,2.521641,0.258819,-0.965926,-25,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0,-1,-32,1,"ddos"
5,2,1,2,0.083333,1,1,0.5,0.6,0.6,0.970951,-0.866025,-0.5,-17,1,"burst"
31,11,1,11,0.516667,1,1,1.236482,0.322581,0.322581,2.878754,-0.5,-0.866025,1,0,"normal"
13,10,1,10,0.216667,1,2,1.818119,0.153846,0.153846,3.238901,0.707107,0.707107,8,0,"normal"
12,10,1,10,0.2,1,2,1.772144,0.166667,0.166667,3.251629,0.258819,0.965926,8,0,"normal"
28,11,1,11,0.466667,1,1,2.049457,0.214286,0.214286,3.097558,-0.258819,-0.965926,-6,0,"normal"
20,5,1,5,0.333333,1,1,2.272319,0.4,0.4,1.946439,-0.258819,0.965926,15,0,"normal"
6,5,1,5,0.1,1,6,1.939072,0.333333,0.333333,2.251629,0.5,-0.866025,-22,0,"normal"
6,5,1,5,0.1,1,9,1.16619,0.333333,0.333333,2.251629,0.965926,-0.258819,-6,0,"normal"
31,12,1,12,0.516667,1,1,1.16857,0.193548,0.193548,3.13067,-1,0,16,0,"normal"
3,2,1,2,0.05,1,13,0.5,0.666667,0.666667,0.918296,0.5,-0.866025,-25,0,"normal"
8,4,1,4,0.133333,1,2,5.602478,0.625,0.625,1.548795,0.5,0.866025,3,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0.5,-0.866025,-25,1,"ddos"
6,5,1,5,0.1,1,9,2.315167,0.333333,0.333333,2.251629,0.258819,-0.965926,-26,0,"normal"
8,5,1,5,0.133333,1,2,5.551245,0.375,0.375,2.155639,0.866025,0.5,4,0,"normal"
30,11,1,11,0.5,1,1,1.129014,0.233333,0.233333,3.030868,-0.965926,-0.258819,12,0,"normal"
4,4,1,4,0.066667,1,11,2.94392,0.25,0.25,2,0.866025,0.5,0,0,"normal"
11,2,1,2,0.183333,1,1,0.921954,0.818182,0.818182,0.684038,0.707107,0.707107,6,0,"normal"
4,4,1,4,0.066667,1,7,8.178563,0.25,0.25,2,0.965926,-0.258819,-8,0,"normal"
23,5,1,5,0.383333,1,1,1.397311,0.434783,0.434783,1.634929,-1,0,8,1,"burst"
21,3,1,3,0.35,1,1,1.299038,0.47619,0.47619,1.228576,-1,0,6,1,"burst"
11,9,1,9,0.183333,1,3,2.289105,0.181818,0.181818,3.095795,0.258819,0.965926,7,0,"normal"
6,2,1,2,0.1,1,1,0.489898,0.5,0.5,1,-0.965926,-0.258819,-12,1,"burst"
5,5,1,5,0.083333,1,9,3.031089,0.2,0.2,2.321928,0.866025,0.5,1,0,"normal"
5,4,1,4,0.083333,1,9,2.598076,0.4,0.4,1.921928,0.258819,-0.965926,-27,0,"normal"
9,8,1,8,0.15,1,3,2.680951,0.222222,0.222222,2.947703,0,1,5,0,"normal"
3,3,1,3,0.05,1,11,0.5,0.333333,0.333333,1.584963,0.866025,-0.5,-15,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.965926,0.258819,7,1,"sybil"
4,3,1,3,0.066667,1,9,7.788881,0.5,0.5,1.5,0.707107,0.707107,-1,0,"normal"
13,4,1,4,0.216667,1,1,7.899982,0.769231,0.769231,1.14511,0.707107,0.707107,8,0,"normal"
10,10,1,10,0.166667,1,3,2.131481,0.1,0.1,3.321928,-0.5,0.866025,4,0,"normal"
8,4,1,4,0.133333,1,2,3.452299,0.375,0.375,1.905639,0.258819,0.965926,4,0,"normal"
9,3,1,3,0.15,1,1,0.992157,0.777778,0.777778,0.986427,0.707107,0.707107,4,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0.258819,-0.965926,-5,1,"ddos"
12,12,1,12,0.2,1,1,0,0.083333,0.083333,3.584963,-0.965926,0.258819,0,1,"sybil"
4,4,1,4,0.066667,1,12,1.414214,0.25,0.25,2,0.965926,-0.258819,-8,0,"normal"
8,6,1,6,0.133333,1,3,2.490799,0.25,0.25,2.5,0.258819,0.965926,4,0,"normal"
23,5,1,5,0.383333,1,1,1.580485,0.434783,0.434783,1.634929,-0.965926,-0.258819,5,1,"burst"
13,7,1,7,0.216667,1,1,2.896358,0.230769,0.230769,2.661226,0.5,0.866025,8,0,"normal"
4,4,1,4,0.066667,1,11,3.771236,0.25,0.25,2,0.866025,0.5,0,0,"normal"
28,13,1,13,0.466667,1,1,1.540491,0.214286,0.214286,3.315411,-1,0,13,0,"normal"
6,6,1,6,0.1,1,6,2.712932,0.166667,0.166667,2.584963,0.258819,-0.965926,-26,0,"normal"
5,4,1,4,0.083333,1,8,2.58602,0.4,0.4,1.921928,0,-1,-30,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0,-1,-8,1,"ddos"
9,6,1,6,0.15,1,2,2.934174,0.222222,0.222222,2.503258,0.258819,0.965926,5,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.866025,0.5,9,1,"sybil"
6,5,1,5,0.1,1,7,3.006659,0.333333,0.333333,2.251629,-0.258819,-0.965926,-28,0,"normal"
11,7,1,7,0.183333,1,2,3.014963,0.181818,0.181818,2.732159,0.5,0.866025,6,0,"normal"
6,5,1,5,0.1,1,6,2.607681,0.333333,0.333333,2.251629,0.866025,-0.5,-12,0,"normal"
3,3,1,3,0.05,1,12,0.5,0.333333,0.333333,1.584963,1,0,-5,0,"normal"
5,4,1,4,0.083333,1,2,3.674235,0.4,0.4,1.921928,0.5,0.866025,0,0,"normal"
18,5,1,5,0.3,1,1,3.171019,0.5,0.5,1.723308,0.5,0.866025,13,0,"normal"
6,6,1,6,0.1,1,7,2.529822,0.166667,0.166667,2.584963,0.5,-0.866025,-22,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,-0.258819,-0.965926,-31,1,"ddos"
9,9,1,9,0.15,1,3,3.51559,0.111111,0.111111,3.169925,-0.258819,0.965926,4,0,"normal"
12,3,1,3,0.2,1,1,2.854603,0.833333,0.833333,0.816689,1,0,4,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0,-1,-8,1,"ddos"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.866025,0.5,9,1,"sybil"
9,7,1,7,0.15,1,2,3.870966,0.222222,0.222222,2.725481,0.258819,0.965926,5,0,"normal"
5,5,1,5,0.083333,1,9,2.680951,0.2,0.2,2.321928,0,-1,-30,0,"normal"
6,5,1,5,0.1,1,2,8,0.333333,0.333333,2.251629,0.258819,0.965926,2,0,"normal"
18,4,1,4,0.3,1,1,4.813476,0.444444,0.444444,1.747167,0.866025,0.5,14,0,"normal"
3,3,1,3,0.05,1,13,8.5,0.333333,0.333333,1.584963,0.965926,-0.258819,-9,0,"normal"
5,5,1,5,0.083333,1,12,2.487469,0.2,0.2,2.321928,0.707107,-0.707107,-17,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.866025,0.5,9,1,"sybil"
6,2,1,2,0.1,1,1,0.489898,0.5,0.5,1,-0.965926,-0.258819,-12,1,"burst"
3,1,1,1,0.05,1,2,0,1,1,0,0,-1,-32,1,"ddos"
17,3,1,3,0.283333,1,1,3,0.764706,0.764706,1.022421,0.965926,-0.258819,5,0,"normal"
13,8,1,8,0.216667,1,2,2.054805,0.153846,0.153846,2.931209,0,1,9,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.965926,0.258819,7,1,"sybil"
10,7,1,7,0.166667,1,2,3.265986,0.2,0.2,2.721928,-0.258819,0.965926,5,0,"normal"
9,7,1,7,0.15,1,2,5.935855,0.333333,0.333333,2.641604,0.258819,0.965926,5,0,"normal"
5,5,1,5,0.083333,1,8,1.870829,0.2,0.2,2.321928,0.965926,-0.258819,-7,0,"normal"
27,9,1,9,0.45,1,1,1.301456,0.259259,0.259259,2.860026,-0.866025,-0.5,5,0,"normal"
